filepath,tokenIndex,lineNumber
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_int_67b_omitgood.cpp_dir/arr/CWE415_Double_Free__new_delete_int_67b_omitgood.final.ll,388,36
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_char_67a_omitgood.cpp_dir/point/CWE415_Double_Free__new_delete_char_67a_omitgood.final.ll,529,43
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_char_67a_omitgood.cpp_dir/bds/CWE415_Double_Free__new_delete_char_67a_omitgood.final.ll,529,43
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_char_67a_omitgood.cpp_dir/api/CWE415_Double_Free__new_delete_char_67a_omitgood.final.ll,529,43
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_char_67a_omitgood.cpp_dir/arr/CWE415_Double_Free__new_delete_char_67a_omitgood.final.ll,529,43
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_int_43_omitgood.cpp_dir/point/CWE415_Double_Free__new_delete_array_int_43_omitgood.final.ll,354,31
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_int_43_omitgood.cpp_dir/point/CWE415_Double_Free__new_delete_array_int_43_omitgood.final.ll,405,41
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_int_43_omitgood.cpp_dir/bds/CWE415_Double_Free__new_delete_array_int_43_omitgood.final.ll,354,31
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_int_43_omitgood.cpp_dir/bds/CWE415_Double_Free__new_delete_array_int_43_omitgood.final.ll,405,41
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_int_43_omitgood.cpp_dir/api/CWE415_Double_Free__new_delete_array_int_43_omitgood.final.ll,354,31
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_int_43_omitgood.cpp_dir/api/CWE415_Double_Free__new_delete_array_int_43_omitgood.final.ll,405,41
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_int_43_omitgood.cpp_dir/arr/CWE415_Double_Free__new_delete_array_int_43_omitgood.final.ll,354,31
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_int_43_omitgood.cpp_dir/arr/CWE415_Double_Free__new_delete_array_int_43_omitgood.final.ll,405,41
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_class_73b_omitgood.cpp_dir/point/CWE415_Double_Free__new_delete_array_class_73b_omitgood.final.ll,351,35
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_class_73b_omitgood.cpp_dir/bds/CWE415_Double_Free__new_delete_array_class_73b_omitgood.final.ll,351,35
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_class_73b_omitgood.cpp_dir/api/CWE415_Double_Free__new_delete_array_class_73b_omitgood.final.ll,351,35
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_class_73b_omitgood.cpp_dir/arr/CWE415_Double_Free__new_delete_array_class_73b_omitgood.final.ll,351,35
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_int64_t_31_omitgood.c_dir/point/CWE415_Double_Free__malloc_free_int64_t_31_omitgood.final.ll,367,32
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_int64_t_31_omitgood.c_dir/point/CWE415_Double_Free__malloc_free_int64_t_31_omitgood.final.ll,436,37
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_int64_t_31_omitgood.c_dir/bds/CWE415_Double_Free__malloc_free_int64_t_31_omitgood.final.ll,367,32
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_int64_t_31_omitgood.c_dir/bds/CWE415_Double_Free__malloc_free_int64_t_31_omitgood.final.ll,436,37
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_int64_t_31_omitgood.c_dir/api/CWE415_Double_Free__malloc_free_int64_t_31_omitgood.final.ll,367,32
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_int64_t_31_omitgood.c_dir/api/CWE415_Double_Free__malloc_free_int64_t_31_omitgood.final.ll,436,37
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_int64_t_31_omitgood.c_dir/arr/CWE415_Double_Free__malloc_free_int64_t_31_omitgood.final.ll,367,32
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_int64_t_31_omitgood.c_dir/arr/CWE415_Double_Free__malloc_free_int64_t_31_omitgood.final.ll,436,37
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_long_63a_omitgood.cpp_dir/point/CWE415_Double_Free__new_delete_long_63a_omitgood.final.ll,369,37
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_long_63a_omitgood.cpp_dir/bds/CWE415_Double_Free__new_delete_long_63a_omitgood.final.ll,369,37
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_long_63a_omitgood.cpp_dir/api/CWE415_Double_Free__new_delete_long_63a_omitgood.final.ll,369,37
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_long_63a_omitgood.cpp_dir/arr/CWE415_Double_Free__new_delete_long_63a_omitgood.final.ll,369,37
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_struct_64b_omitgood.c_dir/point/CWE415_Double_Free__malloc_free_struct_64b_omitgood.final.ll,346,31
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_struct_64b_omitgood.c_dir/bds/CWE415_Double_Free__malloc_free_struct_64b_omitgood.final.ll,346,31
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_struct_64b_omitgood.c_dir/api/CWE415_Double_Free__malloc_free_struct_64b_omitgood.final.ll,346,31
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_struct_64b_omitgood.c_dir/arr/CWE415_Double_Free__malloc_free_struct_64b_omitgood.final.ll,346,31
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_struct_12_omitgood.cpp_dir/point/CWE415_Double_Free__new_delete_array_struct_12_omitgood.final.ll,369,35
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_struct_12_omitgood.cpp_dir/point/CWE415_Double_Free__new_delete_array_struct_12_omitgood.final.ll,447,45
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_struct_12_omitgood.cpp_dir/bds/CWE415_Double_Free__new_delete_array_struct_12_omitgood.final.ll,369,35
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_struct_12_omitgood.cpp_dir/bds/CWE415_Double_Free__new_delete_array_struct_12_omitgood.final.ll,447,45
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_struct_12_omitgood.cpp_dir/api/CWE415_Double_Free__new_delete_array_struct_12_omitgood.final.ll,369,35
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_struct_12_omitgood.cpp_dir/api/CWE415_Double_Free__new_delete_array_struct_12_omitgood.final.ll,447,45
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_struct_12_omitgood.cpp_dir/arr/CWE415_Double_Free__new_delete_array_struct_12_omitgood.final.ll,369,35
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_struct_12_omitgood.cpp_dir/arr/CWE415_Double_Free__new_delete_array_struct_12_omitgood.final.ll,447,45
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_char_06_omitgood.c_dir/point/CWE415_Double_Free__malloc_free_char_06_omitgood.final.ll,383,39
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_char_06_omitgood.c_dir/point/CWE415_Double_Free__malloc_free_char_06_omitgood.final.ll,404,44
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_char_06_omitgood.c_dir/bds/CWE415_Double_Free__malloc_free_char_06_omitgood.final.ll,383,39
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_char_06_omitgood.c_dir/bds/CWE415_Double_Free__malloc_free_char_06_omitgood.final.ll,404,44
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_char_06_omitgood.c_dir/api/CWE415_Double_Free__malloc_free_char_06_omitgood.final.ll,383,39
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_char_06_omitgood.c_dir/api/CWE415_Double_Free__malloc_free_char_06_omitgood.final.ll,404,44
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_char_06_omitgood.c_dir/arr/CWE415_Double_Free__malloc_free_char_06_omitgood.final.ll,383,39
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_char_06_omitgood.c_dir/arr/CWE415_Double_Free__malloc_free_char_06_omitgood.final.ll,404,44
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_int_33_omitgood.cpp_dir/point/CWE415_Double_Free__new_delete_int_33_omitgood.final.ll,418,35
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_int_33_omitgood.cpp_dir/point/CWE415_Double_Free__new_delete_int_33_omitgood.final.ll,454,39
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_int_33_omitgood.cpp_dir/bds/CWE415_Double_Free__new_delete_int_33_omitgood.final.ll,418,35
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_int_33_omitgood.cpp_dir/bds/CWE415_Double_Free__new_delete_int_33_omitgood.final.ll,454,39
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_int_33_omitgood.cpp_dir/api/CWE415_Double_Free__new_delete_int_33_omitgood.final.ll,418,35
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_int_33_omitgood.cpp_dir/api/CWE415_Double_Free__new_delete_int_33_omitgood.final.ll,454,39
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_int_33_omitgood.cpp_dir/arr/CWE415_Double_Free__new_delete_int_33_omitgood.final.ll,418,35
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_int_33_omitgood.cpp_dir/arr/CWE415_Double_Free__new_delete_int_33_omitgood.final.ll,454,39
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_int_15_omitgood.c_dir/point/CWE415_Double_Free__malloc_free_int_15_omitgood.final.ll,374,35
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_int_15_omitgood.c_dir/point/CWE415_Double_Free__malloc_free_int_15_omitgood.final.ll,434,46
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_int_15_omitgood.c_dir/bds/CWE415_Double_Free__malloc_free_int_15_omitgood.final.ll,374,35
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_int_15_omitgood.c_dir/bds/CWE415_Double_Free__malloc_free_int_15_omitgood.final.ll,434,46
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_int_15_omitgood.c_dir/api/CWE415_Double_Free__malloc_free_int_15_omitgood.final.ll,374,35
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_int_15_omitgood.c_dir/api/CWE415_Double_Free__malloc_free_int_15_omitgood.final.ll,434,46
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_int_15_omitgood.c_dir/arr/CWE415_Double_Free__malloc_free_int_15_omitgood.final.ll,374,35
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_int_15_omitgood.c_dir/arr/CWE415_Double_Free__malloc_free_int_15_omitgood.final.ll,434,46
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_struct_82_bad_omitgood.cpp_dir/point/CWE415_Double_Free__new_delete_array_struct_82_bad_omitgood.final.ll,491,28
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_struct_82_bad_omitgood.cpp_dir/bds/CWE415_Double_Free__new_delete_array_struct_82_bad_omitgood.final.ll,491,28
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_struct_82_bad_omitgood.cpp_dir/api/CWE415_Double_Free__new_delete_array_struct_82_bad_omitgood.final.ll,491,28
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_struct_82_bad_omitgood.cpp_dir/arr/CWE415_Double_Free__new_delete_array_struct_82_bad_omitgood.final.ll,491,28
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_struct_61a_omitgood.cpp_dir/point/CWE415_Double_Free__new_delete_struct_61a_omitgood.final.ll,354,37
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_struct_61a_omitgood.cpp_dir/bds/CWE415_Double_Free__new_delete_struct_61a_omitgood.final.ll,354,37
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_struct_61a_omitgood.cpp_dir/api/CWE415_Double_Free__new_delete_struct_61a_omitgood.final.ll,354,37
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_struct_61a_omitgood.cpp_dir/arr/CWE415_Double_Free__new_delete_struct_61a_omitgood.final.ll,354,37
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_class_66b_omitgood.cpp_dir/point/CWE415_Double_Free__new_delete_class_66b_omitgood.final.ll,323,32
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_class_66b_omitgood.cpp_dir/bds/CWE415_Double_Free__new_delete_class_66b_omitgood.final.ll,323,32
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_class_66b_omitgood.cpp_dir/api/CWE415_Double_Free__new_delete_class_66b_omitgood.final.ll,323,32
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_class_66b_omitgood.cpp_dir/arr/CWE415_Double_Free__new_delete_class_66b_omitgood.final.ll,323,32
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_long_81a_omitgood.cpp_dir/point/CWE415_Double_Free__new_delete_long_81a_omitgood.final.ll,421,33
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_long_81a_omitgood.cpp_dir/bds/CWE415_Double_Free__new_delete_long_81a_omitgood.final.ll,421,33
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_long_81a_omitgood.cpp_dir/api/CWE415_Double_Free__new_delete_long_81a_omitgood.final.ll,421,33
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_long_81a_omitgood.cpp_dir/arr/CWE415_Double_Free__new_delete_long_81a_omitgood.final.ll,421,33
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_class_45_omitgood.cpp_dir/point/CWE415_Double_Free__new_delete_array_class_45_omitgood.final.ll,375,35
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_class_45_omitgood.cpp_dir/point/CWE415_Double_Free__new_delete_array_class_45_omitgood.final.ll,426,45
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_class_45_omitgood.cpp_dir/bds/CWE415_Double_Free__new_delete_array_class_45_omitgood.final.ll,375,35
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_class_45_omitgood.cpp_dir/bds/CWE415_Double_Free__new_delete_array_class_45_omitgood.final.ll,426,45
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_class_45_omitgood.cpp_dir/api/CWE415_Double_Free__new_delete_array_class_45_omitgood.final.ll,375,35
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_class_45_omitgood.cpp_dir/api/CWE415_Double_Free__new_delete_array_class_45_omitgood.final.ll,426,45
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_class_45_omitgood.cpp_dir/arr/CWE415_Double_Free__new_delete_array_class_45_omitgood.final.ll,375,35
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_array_class_45_omitgood.cpp_dir/arr/CWE415_Double_Free__new_delete_array_class_45_omitgood.final.ll,426,45
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_wchar_t_05_omitgood.cpp_dir/point/CWE415_Double_Free__new_delete_wchar_t_05_omitgood.final.ll,439,42
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_wchar_t_05_omitgood.cpp_dir/point/CWE415_Double_Free__new_delete_wchar_t_05_omitgood.final.ll,478,47
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_wchar_t_05_omitgood.cpp_dir/bds/CWE415_Double_Free__new_delete_wchar_t_05_omitgood.final.ll,439,42
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_wchar_t_05_omitgood.cpp_dir/bds/CWE415_Double_Free__new_delete_wchar_t_05_omitgood.final.ll,478,47
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_wchar_t_05_omitgood.cpp_dir/api/CWE415_Double_Free__new_delete_wchar_t_05_omitgood.final.ll,439,42
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_wchar_t_05_omitgood.cpp_dir/api/CWE415_Double_Free__new_delete_wchar_t_05_omitgood.final.ll,478,47
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_wchar_t_05_omitgood.cpp_dir/arr/CWE415_Double_Free__new_delete_wchar_t_05_omitgood.final.ll,439,42
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_wchar_t_05_omitgood.cpp_dir/arr/CWE415_Double_Free__new_delete_wchar_t_05_omitgood.final.ll,478,47
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_char_74b_omitgood.cpp_dir/point/CWE415_Double_Free__malloc_free_char_74b_omitgood.final.ll,606,35
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_char_74b_omitgood.cpp_dir/bds/CWE415_Double_Free__malloc_free_char_74b_omitgood.final.ll,606,35
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_char_74b_omitgood.cpp_dir/api/CWE415_Double_Free__malloc_free_char_74b_omitgood.final.ll,606,35
./data_415/SARD/data_source/CWE415_Double_Free__malloc_free_char_74b_omitgood.cpp_dir/arr/CWE415_Double_Free__malloc_free_char_74b_omitgood.final.ll,606,35
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_int_43_omitgood.cpp_dir/point/CWE415_Double_Free__new_delete_int_43_omitgood.final.ll,354,31
./data_415/SARD/data_source/CWE415_Double_Free__new_delete_int_43_omitgood.cpp_dir/point/CWE415_Double_Free__new_delete_int_43_omitgood.final.ll,405,41
